retweetcount,text,sentiment,selected_text
6,"Coronavirus FINAL Update India 5th July 15 PM 

New 24273  Deaths 43  Recovered 15932 
New  Recovered  8341 3536 away from peak

MH 6555 TN 4150
DL 244 KA 1925
TS 1590
🆕Assam 735

IndiaFightsCorona CoronavirusIndia CoronaUpdatesInIndia covid19india LINK",positive, coronavirus final update india 5th july 15 pm new 24273 deaths 43 recovered 15932 new recovered 8341 3536 away from peak mh 6555 tn 4150 dl 244 ka 1925 ts 1590 🆕assam 735 indiafightscorona coronavirusindia coronaupdatesinindia covid19india link
0,"4244 new cases of Covid19 in TamilNadu 168 cases from Chennai

Active cases  46969 Total cases  138470

3617 patients discharged total recovered  89532

68 new deaths today Total deaths  1966

CoronaVirusUpdate CoronaUpdatesInIndia COVID19India TNCoronaUpdates",positive, recovered 89532 68 new deaths today total deaths 1966 coronavirusupdate coronaupdatesinindia covid19india tncoronaupdates
0,"Today published LINK Covid19India
Two deferment places one from Gujrats  Mahisagar district and another Odishas Ganjam district Both States are reeling under the Covid19 crisis But LINK",neutral, today published link covid19india two deferment places one from gujrats mahisagar district and another odishas ganjam district both states are reeling under the covid19 crisis but link
0,Pls some tell me Under 6 month baby can travel on Flight Trivendram to Mumbai IndiGo6E COVID19India MoHFWINDIA WHO IPSVikatan,neutral, pls some tell me under 6 month baby can travel on flight trivendram to mumbai indigo6e covid19india mohfwindia who ipsvikatan
0,"Back in 4K territory
4244 new cases in TN

Active 46969
Total 138470

 1609L samples 1542L pl tested

3617 discharged 89532 total

68 dead total 1966

Chennai 

168 new cases 
Active 17469
Total 738

COVID19India 
Chennaicorona 
coronavirus 
TamilNadu LINK",positive, back in 4k territory 4244 new cases in tn active 46969 total 138470 1609l samples 1542l pl tested 3617 discharged 89532 total 68 dead total 1966 chennai 168 new cases active 17469 total 738 covid19india chennaicorona coronavirus tamilnadu link
0,"COVID19India 
awareness by hand slip and flex banner by chc bhanpur Basti LINK",neutral, covid19india awareness by hand slip and flex banner by chc bhanpur basti link
1,Congratulations to the Scientist of ILS Bhubaneswar COVID19India  LINK,neutral, congratulations to the scientist of ils bhubaneswar covid19india link
2,"New Cases28055acc to 282511TESTS
Total849904
Recovered53623019972
Dead268358
Recovery rate6309
Recovery RateClosed Cases9594
New Tests280151
Total Tests1587153
ABUSE webiteLINK
Covid19 COVID19India
ICMRDELHI ShamikaRaviss LINK",positive, recovery rate6309 recovery rateclosed cases9594 new tests280151 total tests1587153 abuse webitelink covid19 covid19india icmrdelhi shamikaraviss link
0,"Heres the overall Coronavirus stats in TamilNadu as on July 12th  

COVID COVID19India CoronaOutbreak CoronaInTN CoronaVirus Corona IndiaFightsCorona CoronaUpdate CoronaTNUpdate StayHomeStaySafe StayHomeSaveLives BreakTheChain FlattenTheCurve GalattaCares LINK",neutral, heres the overall coronavirus stats in tamilnadu as on july 12th covid covid19india coronaoutbreak coronaintn coronavirus corona indiafightscorona coronaupdate coronatnupdate stayhomestaysafe stayhomesavelives breakthechain flattenthecurve galattacares link
1,"Check out Amazon Brand  Solimo NonWashable N95 AntiPollution Mask Set of 5 by Amazon Brand  Solimo LINK via amazon 

COVID19India Mask N95",neutral, check out amazon brand solimo nonwashable n95 antipollution mask set of 5 by amazon brand solimo link via amazon covid19india mask n95
9,UAE residents returning from India must undergo realtime reverse transcription polymerase chain reaction or RT PCR COVID19 test on arrival  LINK,neutral, uae residents returning from india must undergo realtime reverse transcription polymerase chain reaction or rt pcr covid19 test on arrival link
0,"Kerala 435 New Cases amp 132 People Recovered

206 through contact😐

COVID19India CoronaUpdatesInIndia",positive, recovered
0,"vijayrupanibjp BJP4Gujarat 

If this is true  Then definetly that lady cop should be reinstated with honor

narendramodi PMOIndia MyVadodara AmitShah 

COVID19India CoronavirusIndia LINK",positive, honor
1,"Indias Covid19 tally near 85 lakh over new 28600 cases in 24 hours
COVID19India 

LINK",positive, indias covid19 tally near 85 lakh over new 28600 cases in 24 hours covid19india link
0,"435 new Covid19 cases in Kerala today
206  local contacts
128  abroad
87  other states
14  others
132 recoveries today Total recovered  4097
Active cases  3743 Total cases  7873

coronaUpdatesInIndia coronavirus COVID19India CoronaVirusUpdates CoronaUpdates",positive, recoveries today total recovered 4097 active cases 3743 total cases 7873 coronaupdatesinindia coronavirus covid19india coronavirusupdates coronaupdates
0,"Love your heart ️
Take care of your health especially during COVID19
CoronaWarriors
FightAgainstCorona
WHO 
India LINK",positive, love
1,"Atleast the former ugcindia chairman is a sensible human being COVID19India StudentsLivesMatters StudentsForEvaluation 
ScrapOBE finalyearexams 
SayNoToUGCGuidelines LINK",positive, sensible
0,"After SrBachchan AishwaryaRaiBachchan AradhyaBachchan got positive for COVID19India
I hope they get recover fast as soon as posible 🙏",positive, hope
2,"Shop sustainable face mask ⬇️
LINK

facemasks WEAR A MASK facemask mask ShopSmall Masks MaskUp BangaloreRains bangalore Tamil TamilNadu chennai Kroger AishwaryaRai India Kavin lockdown ENGvsWI BREAKING Rajasthan COVID19 Lucknow ecommerce",negative, bangalorerains bangalore tamil tamilnadu chennai kroger aishwaryarai india kavin lockdown engvswi breaking rajasthan covid19 lucknow ecommerce
0,"I think he means the success of COVID19 
India is far from safe In fact it is expected to become the epicenter of the virus LINK",positive, success of covid19 india is far from safe
2,"Now is the high time for social distancing  If you really care  keep away and save your loved ones 🙏🙏
COVID19India LINK",positive, if you really care keep away and save your loved ones
0,One of Indias unsurpassed celebrated create actors Amitabh Bachchan says he has proved sure for Covid19,positive, unsurpassed
0,"Virus does not descriminate between either rich or poor or Normal people or a superstar
StayHomeStaySafe 
COVID19India",positive, virus does not descriminate
0,"Kerala 435 New Cases amp 132 People Recovered

206 through contact

COVID19India CoronaUpdatesInIndia",positive, recovered
0,This people waiting at the sonaibali SBI ATM under Samaguri circle Nagaon with no mask and social distancing is a distant word for them  himantabiswa sarbanandsonwal Pijushhazarika COVID19India SocialDistancing Covid19 LINK,positive, this people waiting at the sonaibali sbi atm under samaguri circle nagaon with no mask and social distancing is a distant word for them himantabiswa sarbanandsonwal pijushhazarika covid19india socialdistancing covid19 link
12,"On the 3rd of April 20 with the guidance of Sri M SriMspeaks a journey of seva started amp since then 25 lakh lives have been touched 

Read about SatsangSevaMission LINK

Support the cause To donate visit LINK

COVID19India LINK",neutral, on the 3rd of april 20 with the guidance of sri m srimspeaks a journey of seva started amp since then 25 lakh lives have been touched read about satsangsevamission link support the cause to donate visit link covid19india link
76,Get well soon sir 😞 I am sure you will recover soon setting an example inspiring millions🙏  COVID19India LINK,positive, get well soon sir 😞 i am sure you will recover soon setting an example inspiring millions🙏
0,India leading successful fight against COVID19 Shah LINK via thesamikhsya India COVID19 AmitShah,positive, successful
0,Enforcement of Lock Down SOPs in District Baramulla for containment  of COVID19India LINK,negative, enforcement of lock down sops
1,"According to Survey by 720 Transform Dubai Prophecy FZLLCMiddle East and Insights3D 7 per cent firms in India and MiddleEast have registered an upward revenue growth while about 16 companies remained unaffected by MAIL BusinessNews 
LINK",positive, upward revenue growth
0,"REPOST from MumbaiPolice 

As COVID cases continue to rise incessantly heres a fun reminder by MumbaiPolice to MASK IT UP 
Head to their profile to see mes that have been taking our feeds by storm 

indianpolice india mumbaipolice covid19 COVIDー19 NoMaskaOnlyMask LINK",positive, fun
1,"Bengaluru The city civic body has initiated the process to recruit 1700 medical professionals doctors staff nurses and support staff to scale up its workforce to establish 300 COVID care beds an official said on Sunday

COVID19 COVID19India COVID19

Photo IANS LINK",neutral, bengaluru the city civic body has initiated the process to recruit 1700 medical professionals doctors staff nurses and support staff to scale up its workforce to establish 300 covid care beds an official said on sunday covid19 covid19india covid19 photo ians link
0,covid19indiaorg Thankgiving message from my son Gauransh Gaur for COVID19India heroes and CoronaWarriors LINK,neutral, covid19indiaorg thankgiving message from my son gauransh gaur for covid19india heroes and coronawarriors link
0,"Is it a possibility that COVID19 is spreading via Mosquito bites  

CovidIndiaSeva SidShirole moholmurlidhar muktatilak 

COVID19India",neutral, is it a possibility that covid19 is spreading via mosquito bites covidindiaseva sidshirole moholmurlidhar muktatilak covid19india
0,narendramodi AmitShahOffice India is infesting other countries over no of positive cases of COVID19 and going to be No1 by overtaking USA  but you guys only know politicsstill playing Rajasthan to abolish IndianNationalCongress from there,positive, amitshahoffice india is infesting other countries over no of positive cases of covid19 and going to be no1 by overtaking usa but you guys only know politicsstill playing rajasthan to abolish indiannationalcongress from there
3,"Bihar Corona Daily Report 12 July 4 PM

1266 new positive cases of Covid19 and 962 recoveries reported in Bihar today increasing the States tally to 16305 cases including 1953 recoveries and 125 deaths

COVID19India LINK",positive, positive
0,"If Amitabh Bachchan amp his family can test positive sitting inside his extremely secure home which is probably being sanitized every 3 hours so can you amp me

coronavirus COVID19India",positive, extremely secure
3,"CJBREAKING  AishwaryaRai and AaradhyaBachchan confirmed POSITIVE in the second round of testing for Covid19 

COVID19  CoronavirusIndia  CineemaJunction  COVID19India  LINK",positive, positive
4,"AishwaryaRaiBachchan corona positive
May God bless the bachchan family

COVID19India bacchanfamily LINK",positive, positive may god bless
1,"Keep these thoughts out of your head
Wearing a mask saves lives

WearADamnMask 😷
COVID19India LINK",neutral, keep these thoughts out of your head wearing a mask saves lives wearadamnmask 😷 covid19india link
0,"None of us thought celebrities might also turn out to be just another number in Covid19 count Lets all pray for every positive case stay close emotionally and keep distance geographically 🙏

StayHomeStaySafe COVID19India bachchanfamily LetsFightTogether",positive, positive
9,"Rekhas staff tests positive for Covid19 actor tells BMC shel get her own test done

Rekhas security guard had tested positive for novel coronavirus on Tuesday following which a section of her compound was sealed by the BMC authorities

India

 LINK",positive, positive for covid19 actor tells bmc shel get her own test done rekhas security guard had tested positive
